lexeme,variants,prs.1sg,prs.2sg,prs.3sg,prs.1pl,prs.2pl,prs.3pl,ipfv.1sg,ipfv.2sg,ipfv.3sg,ipfv.1pl,ipfv.2pl,ipfv.3pl,fut.1sg,fut.2sg,fut.3sg,fut.1pl,fut.2pl,fut.3pl,cond.1sg,cond.2sg,cond.3sg,cond.1pl,cond.2pl,cond.3pl,sbjv.1sg,sbjv.2sg,sbjv.3sg,sbjv.1pl,sbjv.2pl,sbjv.3pl,pst.1sg,pst.2sg,pst.3sg,pst.1pl,pst.2pl,pst.3pl,pst.sbjv.1sg,pst.sbjv.2sg,pst.sbjv.3sg,pst.sbjv.1pl,pst.sbjv.2pl,pst.sbjv.3pl,imp.2sg,imp.1pl,imp.2pl
chauffer,chauffer,chauffe,chauffes,chauffe,chauffons,chauffez,chauffent,chauffais,chauffais,chauffait,chauffions,chauffiez,chauffaient,chaufferai,chaufferas,chauffera,chaufferons,chaufferez,chaufferont,chaufferais,chaufferais,chaufferait,chaufferions,chaufferiez,chaufferaient,chauffe,chauffes,chauffe,chauffions,chauffiez,chauffent,chauffai,chauffas,chauffa,chauffâmes,chauffâtes,chauffèrent,chauffasse,chauffasses,chauffât,chauffassions,chauffassiez,chauffassent,chauffe,chauffons,chauffez
chauler,chauler,chaule,chaules,chaule,chaulons,chaulez,chaulent,chaulais,chaulais,chaulait,chaulions,chauliez,chaulaient,chaulerai,chauleras,chaulera,chaulerons,chaulerez,chauleront,chaulerais,chaulerais,chaulerait,chaulerions,chauleriez,chauleraient,chaule,chaules,chaule,chaulions,chauliez,chaulent,chaulai,chaulas,chaula,chaulâmes,chaulâtes,chaulèrent,chaulasse,chaulasses,chaulât,chaulassions,chaulassiez,chaulassent,chaule,chaulons,chaulez
chausser,chausser,chausse,chausses,chausse,chaussons,chaussez,chaussent,chaussais,chaussais,chaussait,chaussions,chaussiez,chaussaient,chausserai,chausseras,chaussera,chausserons,chausserez,chausseront,chausserais,chausserais,chausserait,chausserions,chausseriez,chausseraient,chausse,chausses,chausse,chaussions,chaussiez,chaussent,chaussai,chaussas,chaussa,chaussâmes,chaussâtes,chaussèrent,chaussasse,chaussasses,chaussât,chaussassions,chaussassiez,chaussassent,chausse,chaussons,chaussez
chauvir,chauvir,chauvis,chauvis,chauvit,chauvons,chauvez,chauvent,chauvais,chauvais,chauvait,chauvions,chauviez,chauvaient,chauvirai,chauviras,chauvira,chauvirons,chauvirez,chauviront,chauvirais,chauvirais,chauvirait,chauvirions,chauviriez,chauviraient,chauve,chauves,chauve,chauvions,chauviez,chauvent,chauvis,chauvis,chauvit,chauvîmes,chauvîtes,chauvirent,chauvisse,chauvisses,chauvît,chauvissions,chauvissiez,chauvissent,chauvis,chauvons,chauvez
chavirer,chavirer,chavire,chavires,chavire,chavirons,chavirez,chavirent,chavirais,chavirais,chavirait,chavirions,chaviriez,chaviraient,chavirerai,chavireras,chavirera,chavirerons,chavirerez,chavireront,chavirerais,chavirerais,chavirerait,chavirerions,chavireriez,chavireraient,chavire,chavires,chavire,chavirions,chaviriez,chavirent,chavirai,chaviras,chavira,chavirâmes,chavirâtes,chavirèrent,chavirasse,chavirasses,chavirât,chavirassions,chavirassiez,chavirassent,chavire,chavirons,chavirez
cheminer,cheminer,chemine,chemines,chemine,cheminons,cheminez,cheminent,cheminais,cheminais,cheminait,cheminions,cheminiez,cheminaient,cheminerai,chemineras,cheminera,cheminerons,cheminerez,chemineront,cheminerais,cheminerais,cheminerait,cheminerions,chemineriez,chemineraient,chemine,chemines,chemine,cheminions,cheminiez,cheminent,cheminai,cheminas,chemina,cheminâmes,cheminâtes,cheminèrent,cheminasse,cheminasses,cheminât,cheminassions,cheminassiez,cheminassent,chemine,cheminons,cheminez
chemiser,chemiser,chemise,chemises,chemise,chemisons,chemisez,chemisent,chemisais,chemisais,chemisait,chemisions,chemisiez,chemisaient,chemiserai,chemiseras,chemisera,chemiserons,chemiserez,chemiseront,chemiserais,chemiserais,chemiserait,chemiserions,chemiseriez,chemiseraient,chemise,chemises,chemise,chemisions,chemisiez,chemisent,chemisai,chemisas,chemisa,chemisâmes,chemisâtes,chemisèrent,chemisasse,chemisasses,chemisât,chemisassions,chemisassiez,chemisassent,chemise,chemisons,chemisez
chercher,chercher,cherche,cherches,cherche,cherchons,cherchez,cherchent,cherchais,cherchais,cherchait,cherchions,cherchiez,cherchaient,chercherai,chercheras,cherchera,chercherons,chercherez,chercheront,chercherais,chercherais,chercherait,chercherions,chercheriez,chercheraient,cherche,cherches,cherche,cherchions,cherchiez,cherchent,cherchai,cherchas,chercha,cherchâmes,cherchâtes,cherchèrent,cherchasse,cherchasses,cherchât,cherchassions,cherchassiez,cherchassent,cherche,cherchons,cherchez
chérir,chérir,chéris,chéris,chérit,chérissons,chérissez,chérissent,chérissais,chérissais,chérissait,chérissions,chérissiez,chérissaient,chérirai,chériras,chérira,chérirons,chérirez,chériront,chérirais,chérirais,chérirait,chéririons,chéririez,chériraient,chérisse,chérisses,chérisse,chérissions,chérissiez,chérissent,chéris,chéris,chérit,chérîmes,chérîtes,chérirent,chérisse,chérisses,chérît,chérissions,chérissiez,chérissent,chéris,chérissons,chérissez
chevaler,chevaler,chevale,chevales,chevale,chevalons,chevalez,chevalent,chevalais,chevalais,chevalait,chevalions,chevaliez,chevalaient,chevalerai,chevaleras,chevalera,chevalerons,chevalerez,chevaleront,chevalerais,chevalerais,chevalerait,chevalerions,chevaleriez,chevaleraient,chevale,chevales,chevale,chevalions,chevaliez,chevalent,chevalai,chevalas,chevala,chevalâmes,chevalâtes,chevalèrent,chevalasse,chevalasses,chevalât,chevalassions,chevalassiez,chevalassent,chevale,chevalons,chevalez
chevaucher,chevaucher,chevauche,chevauches,chevauche,chevauchons,chevauchez,chevauchent,chevauchais,chevauchais,chevauchait,chevauchions,chevauchiez,chevauchaient,chevaucherai,chevaucheras,chevauchera,chevaucherons,chevaucherez,chevaucheront,chevaucherais,chevaucherais,chevaucherait,chevaucherions,chevaucheriez,chevaucheraient,chevauche,chevauches,chevauche,chevauchions,chevauchiez,chevauchent,chevauchai,chevauchas,chevaucha,chevauchâmes,chevauchâtes,chevauchèrent,chevauchasse,chevauchasses,chevauchât,chevauchassions,chevauchassiez,chevauchassent,chevauche,chevauchons,chevauchez
chevroter,chevroter,chevrote,chevrotes,chevrote,chevrotons,chevrotez,chevrotent,chevrotais,chevrotais,chevrotait,chevrotions,chevrotiez,chevrotaient,chevroterai,chevroteras,chevrotera,chevroterons,chevroterez,chevroteront,chevroterais,chevroterais,chevroterait,chevroterions,chevroteriez,chevroteraient,chevrote,chevrotes,chevrote,chevrotions,chevrotiez,chevrotent,chevrotai,chevrotas,chevrota,chevrotâmes,chevrotâtes,chevrotèrent,chevrotasse,chevrotasses,chevrotât,chevrotassions,chevrotassiez,chevrotassent,chevrote,chevrotons,chevrotez
chiader,chiader,chiade,chiades,chiade,chiadons,chiadez,chiadent,chiadais,chiadais,chiadait,chiadions,chiadiez,chiadaient,chiaderai,chiaderas,chiadera,chiaderons,chiaderez,chiaderont,chiaderais,chiaderais,chiaderait,chiaderions,chiaderiez,chiaderaient,chiade,chiades,chiade,chiadions,chiadiez,chiadent,chiadai,chiadas,chiada,chiadâmes,chiadâtes,chiadèrent,chiadasse,chiadasses,chiadât,chiadassions,chiadassiez,chiadassent,chiade,chiadons,chiadez
chialer,chialer,chiale,chiales,chiale,chialons,chialez,chialent,chialais,chialais,chialait,chialions,chialiez,chialaient,chialerai,chialeras,chialera,chialerons,chialerez,chialeront,chialerais,chialerais,chialerait,chialerions,chialeriez,chialeraient,chiale,chiales,chiale,chialions,chialiez,chialent,chialai,chialas,chiala,chialâmes,chialâtes,chialèrent,chialasse,chialasses,chialât,chialassions,chialassiez,chialassent,chiale,chialons,chialez
chicaner,chicaner,chicane,chicanes,chicane,chicanons,chicanez,chicanent,chicanais,chicanais,chicanait,chicanions,chicaniez,chicanaient,chicanerai,chicaneras,chicanera,chicanerons,chicanerez,chicaneront,chicanerais,chicanerais,chicanerait,chicanerions,chicaneriez,chicaneraient,chicane,chicanes,chicane,chicanions,chicaniez,chicanent,chicanai,chicanas,chicana,chicanâmes,chicanâtes,chicanèrent,chicanasse,chicanasses,chicanât,chicanassions,chicanassiez,chicanassent,chicane,chicanons,chicanez
chicorer,chicorer,chicore,chicores,chicore,chicorons,chicorez,chicorent,chicorais,chicorais,chicorait,chicorions,chicoriez,chicoraient,chicorerai,chicoreras,chicorera,chicorerons,chicorerez,chicoreront,chicorerais,chicorerais,chicorerait,chicorerions,chicoreriez,chicoreraient,chicore,chicores,chicore,chicorions,chicoriez,chicorent,chicorai,chicoras,chicora,chicorâmes,chicorâtes,chicorèrent,chicorasse,chicorasses,chicorât,chicorassions,chicorassiez,chicorassent,chicore,chicorons,chicorez
chicoter,chicoter,chicote,chicotes,chicote,chicotons,chicotez,chicotent,chicotais,chicotais,chicotait,chicotions,chicotiez,chicotaient,chicoterai,chicoteras,chicotera,chicoterons,chicoterez,chicoteront,chicoterais,chicoterais,chicoterait,chicoterions,chicoteriez,chicoteraient,chicote,chicotes,chicote,chicotions,chicotiez,chicotent,chicotai,chicotas,chicota,chicotâmes,chicotâtes,chicotèrent,chicotasse,chicotasses,chicotât,chicotassions,chicotassiez,chicotassent,chicote,chicotons,chicotez
chier,chier,chie,chies,chie,chions,chiez,chient,chiais,chiais,chiait,chiions,chiiez,chiaient,chierai,chieras,chiera,chierons,chierez,chieront,chierais,chierais,chierait,chierions,chieriez,chieraient,chie,chies,chie,chiions,chiiez,chient,chiai,chias,chia,chiâmes,chiâtes,chièrent,chiasse,chiasses,chiât,chiassions,chiassiez,chiassent,chie,chions,chiez
chiffonner,chiffonner,chiffonne,chiffonnes,chiffonne,chiffonnons,chiffonnez,chiffonnent,chiffonnais,chiffonnais,chiffonnait,chiffonnions,chiffonniez,chiffonnaient,chiffonnerai,chiffonneras,chiffonnera,chiffonnerons,chiffonnerez,chiffonneront,chiffonnerais,chiffonnerais,chiffonnerait,chiffonnerions,chiffonneriez,chiffonneraient,chiffonne,chiffonnes,chiffonne,chiffonnions,chiffonniez,chiffonnent,chiffonnai,chiffonnas,chiffonna,chiffonnâmes,chiffonnâtes,chiffonnèrent,chiffonnasse,chiffonnasses,chiffonnât,chiffonnassions,chiffonnassiez,chiffonnassent,chiffonne,chiffonnons,chiffonnez
chiffrer,chiffrer,chiffre,chiffres,chiffre,chiffrons,chiffrez,chiffrent,chiffrais,chiffrais,chiffrait,chiffrions,chiffriez,chiffraient,chiffrerai,chiffreras,chiffrera,chiffrerons,chiffrerez,chiffreront,chiffrerais,chiffrerais,chiffrerait,chiffrerions,chiffreriez,chiffreraient,chiffre,chiffres,chiffre,chiffrions,chiffriez,chiffrent,chiffrai,chiffras,chiffra,chiffrâmes,chiffrâtes,chiffrèrent,chiffrasse,chiffrasses,chiffrât,chiffrassions,chiffrassiez,chiffrassent,chiffre,chiffrons,chiffrez
chiner,chiner,chine,chines,chine,chinons,chinez,chinent,chinais,chinais,chinait,chinions,chiniez,chinaient,chinerai,chineras,chinera,chinerons,chinerez,chineront,chinerais,chinerais,chinerait,chinerions,chineriez,chineraient,chine,chines,chine,chinions,chiniez,chinent,chinai,chinas,china,chinâmes,chinâtes,chinèrent,chinasse,chinasses,chinât,chinassions,chinassiez,chinassent,chine,chinons,chinez
chinoiser,chinoiser,chinoise,chinoises,chinoise,chinoisons,chinoisez,chinoisent,chinoisais,chinoisais,chinoisait,chinoisions,chinoisiez,chinoisaient,chinoiserai,chinoiseras,chinoisera,chinoiserons,chinoiserez,chinoiseront,chinoiserais,chinoiserais,chinoiserait,chinoiserions,chinoiseriez,chinoiseraient,chinoise,chinoises,chinoise,chinoisions,chinoisiez,chinoisent,chinoisai,chinoisas,chinoisa,chinoisâmes,chinoisâtes,chinoisèrent,chinoisasse,chinoisasses,chinoisât,chinoisassions,chinoisassiez,chinoisassent,chinoise,chinoisons,chinoisez
chiper,chiper,chipe,chipes,chipe,chipons,chipez,chipent,chipais,chipais,chipait,chipions,chipiez,chipaient,chiperai,chiperas,chipera,chiperons,chiperez,chiperont,chiperais,chiperais,chiperait,chiperions,chiperiez,chiperaient,chipe,chipes,chipe,chipions,chipiez,chipent,chipai,chipas,chipa,chipâmes,chipâtes,chipèrent,chipasse,chipasses,chipât,chipassions,chipassiez,chipassent,chipe,chipons,chipez
chipoter,chipoter,chipote,chipotes,chipote,chipotons,chipotez,chipotent,chipotais,chipotais,chipotait,chipotions,chipotiez,chipotaient,chipoterai,chipoteras,chipotera,chipoterons,chipoterez,chipoteront,chipoterais,chipoterais,chipoterait,chipoterions,chipoteriez,chipoteraient,chipote,chipotes,chipote,chipotions,chipotiez,chipotent,chipotai,chipotas,chipota,chipotâmes,chipotâtes,chipotèrent,chipotasse,chipotasses,chipotât,chipotassions,chipotassiez,chipotassent,chipote,chipotons,chipotez
chiquer,chiquer,chique,chiques,chique,chiquons,chiquez,chiquent,chiquais,chiquais,chiquait,chiquions,chiquiez,chiquaient,chiquerai,chiqueras,chiquera,chiquerons,chiquerez,chiqueront,chiquerais,chiquerais,chiquerait,chiquerions,chiqueriez,chiqueraient,chique,chiques,chique,chiquions,chiquiez,chiquent,chiquai,chiquas,chiqua,chiquâmes,chiquâtes,chiquèrent,chiquasse,chiquasses,chiquât,chiquassions,chiquassiez,chiquassent,chique,chiquons,chiquez
chlinguer,chlinguer:schlinguer,chlingue,chlingues,chlingue,chlinguons,chlinguez,chlinguent,chlinguais,chlinguais,chlinguait,chlinguions,chlinguiez,chlinguaient,chlinguerai,chlingueras,chlinguera,chlinguerons,chlinguerez,chlingueront,chlinguerais,chlinguerais,chlinguerait,chlinguerions,chlingueriez,chlingueraient,chlingue,chlingues,chlingue,chlinguions,chlinguiez,chlinguent,chlinguai,chlinguas,chlingua,chlinguâmes,chlinguâtes,chlinguèrent,chlinguasse,chlinguasses,chlinguât,chlinguassions,chlinguassiez,chlinguassent,chlingue,chlinguons,chlinguez
chlorer,chlorer,chlore,chlores,chlore,chlorons,chlorez,chlorent,chlorais,chlorais,chlorait,chlorions,chloriez,chloraient,chlorerai,chloreras,chlorera,chlorerons,chlorerez,chloreront,chlorerais,chlorerais,chlorerait,chlorerions,chloreriez,chloreraient,chlore,chlores,chlore,chlorions,chloriez,chlorent,chlorai,chloras,chlora,chlorâmes,chlorâtes,chlorèrent,chlorasse,chlorasses,chlorât,chlorassions,chlorassiez,chlorassent,chlore,chlorons,chlorez
chloroformer,chloroformer,chloroforme,chloroformes,chloroforme,chloroformons,chloroformez,chloroforment,chloroformais,chloroformais,chloroformait,chloroformions,chloroformiez,chloroformaient,chloroformerai,chloroformeras,chloroformera,chloroformerons,chloroformerez,chloroformeront,chloroformerais,chloroformerais,chloroformerait,chloroformerions,chloroformeriez,chloroformeraient,chloroforme,chloroformes,chloroforme,chloroformions,chloroformiez,chloroforment,chloroformai,chloroformas,chloroforma,chloroformâmes,chloroformâtes,chloroformèrent,chloroformasse,chloroformasses,chloroformât,chloroformassions,chloroformassiez,chloroformassent,chloroforme,chloroformons,chloroformez
choir,choir,chois,chois,choit,unk,unk,choient,unk,unk,unk,unk,unk,unk,cherrai,cherras,cherra,cherrons,cherrez,cherront,cherrais,cherrais,cherrait,cherrions,cherriez,cherraient,unk,unk,unk,unk,unk,unk,chus,chus,chut,chûmes,chûtes,churent,unk,unk,chût,unk,unk,unk,unk,unk,unk
choisir,choisir,choisis,choisis,choisit,choisissons,choisissez,choisissent,choisissais,choisissais,choisissait,choisissions,choisissiez,choisissaient,choisirai,choisiras,choisira,choisirons,choisirez,choisiront,choisirais,choisirais,choisirait,choisirions,choisiriez,choisiraient,choisisse,choisisses,choisisse,choisissions,choisissiez,choisissent,choisis,choisis,choisit,choisîmes,choisîtes,choisirent,choisisse,choisisses,choisît,choisissions,choisissiez,choisissent,choisis,choisissons,choisissez
chômer,chômer,chôme,chômes,chôme,chômons,chômez,chôment,chômais,chômais,chômait,chômions,chômiez,chômaient,chômerai,chômeras,chômera,chômerons,chômerez,chômeront,chômerais,chômerais,chômerait,chômerions,chômeriez,chômeraient,chôme,chômes,chôme,chômions,chômiez,chôment,chômai,chômas,chôma,chômâmes,chômâtes,chômèrent,chômasse,chômasses,chômât,chômassions,chômassiez,chômassent,chôme,chômons,chômez
choper,choper:chopper,chope,chopes,chope,chopons,chopez,chopent,chopais,chopais,chopait,chopions,chopiez,chopaient,choperai,choperas,chopera,choperons,choperez,choperont,choperais,choperais,choperait,choperions,choperiez,choperaient,chope,chopes,chope,chopions,chopiez,chopent,chopai,chopas,chopa,chopâmes,chopâtes,chopèrent,chopasse,chopasses,chopât,chopassions,chopassiez,chopassent,chope,chopons,chopez
choquer,choquer,choque,choques,choque,choquons,choquez,choquent,choquais,choquais,choquait,choquions,choquiez,choquaient,choquerai,choqueras,choquera,choquerons,choquerez,choqueront,choquerais,choquerais,choquerait,choquerions,choqueriez,choqueraient,choque,choques,choque,choquions,choquiez,choquent,choquai,choquas,choqua,choquâmes,choquâtes,choquèrent,choquasse,choquasses,choquât,choquassions,choquassiez,choquassent,choque,choquons,choquez
chorégraphier,chorégraphier,chorégraphie,chorégraphies,chorégraphie,chorégraphions,chorégraphiez,chorégraphient,chorégraphiais,chorégraphiais,chorégraphiait,chorégraphiions,chorégraphiiez,chorégraphiaient,chorégraphierai,chorégraphieras,chorégraphiera,chorégraphierons,chorégraphierez,chorégraphieront,chorégraphierais,chorégraphierais,chorégraphierait,chorégraphierions,chorégraphieriez,chorégraphieraient,chorégraphie,chorégraphies,chorégraphie,chorégraphiions,chorégraphiiez,chorégraphient,chorégraphiai,chorégraphias,chorégraphia,chorégraphiâmes,chorégraphiâtes,chorégraphièrent,chorégraphiasse,chorégraphiasses,chorégraphiât,chorégraphiassions,chorégraphiassiez,chorégraphiassent,chorégraphie,chorégraphions,chorégraphiez
choser,choser,chose,choses,chose,chosons,chosez,chosent,chosais,chosais,chosait,chosions,chosiez,chosaient,choserai,choseras,chosera,choserons,choserez,choseront,choserais,choserais,choserait,choserions,choseriez,choseraient,chose,choses,chose,chosions,chosiez,chosent,chosai,chosas,chosa,chosâmes,chosâtes,chosèrent,chosasse,chosasses,chosât,chosassions,chosassiez,chosassent,chose,chosons,chosez
chosifier,chosifier,chosifie,chosifies,chosifie,chosifions,chosifiez,chosifient,chosifiais,chosifiais,chosifiait,chosifiions,chosifiiez,chosifiaient,chosifierai,chosifieras,chosifiera,chosifierons,chosifierez,chosifieront,chosifierais,chosifierais,chosifierait,chosifierions,chosifieriez,chosifieraient,chosifie,chosifies,chosifie,chosifiions,chosifiiez,chosifient,chosifiai,chosifias,chosifia,chosifiâmes,chosifiâtes,chosifièrent,chosifiasse,chosifiasses,chosifiât,chosifiassions,chosifiassiez,chosifiassent,chosifie,chosifions,chosifiez
